,recipe_title,raw_ingre,main_ingredients,ingredients,steps,method_type,cook_time,difficult,kcal,feature,raw_ingre_sep
349,,"{'떡국떡': '200g', '달걀': '2개', '양파': '1/2개', '버터': '1', '올리브오일': '1', '대파': '1/5대', '소금': '', '후춧가루': '적당량'}",,,"1.양파 1/2개는 채 썰고, 대파 1/5대는 송송 썰고, 달걀 2개는 풀어 간을 합니다. 떡국 떡은 물에 헹궈 준비해주세요. 냉동실에 보관해둔 떡이라면 살짝 데쳐 사용하세요. 대파는 생략하셔도 무관합니다. 저는 요렇게 넣어줘야 그나마 파를 먹으니 넣었어요. 그리고 완성해 놓았을 때 노랑, 초록이 잘 어울림도 있고요.,2.달군 팬에 올리브오일 1, 버터 1을 녹여주고,3.썰어놓은 대파를 넣어 달달 볶아주고,4.소금, 후춧가루 약간을 넣어 간을 하고 양파가 투명해질 때까지 볶아주다 ,5.준비해 놓은 떡국떡을 넣고 소금으로 간을 합니다. * 입맛에 맞게 간을 해주세요. ,6.중약 불로 줄여주고,7.뚜껑을 덮어 잠시 둡니다.,8.윗면이 반쯤 익으면 재빠르게 뒤적이며 섞어주세요. ,9.마지막에 송송 썰어 놓은 대파를 넣고  고루 섞어 마무리합니다. ,10.양희경 달걀 떡볶이 완성 ^^",볶음,60분 이내,아무나,,,"채소류,유제품,곡물전분류,난류,조미료"
350,,"{'스팸': '1/2캔', '양파': '1/2개', '계란': '1개', '진간장': '2스푼', '설탕': '1스푼', '물': '6스푼'}",,,"1.양파 반개는 채썰고 스팸 반캔은 먹기 좋게 잘라 줍니당,2.계란 1개는 슬렁슬렁 저어 준비해 두세용,3.팬에 스팸을 볶다가 노릇해지면 잠시 접시에 두세용중불,4.팬에 기름을 두르고 양파를 볶다가 소스를 부어 줍니다중불,5.양파가 투명해지면 스팸을 넣고 졸여 주세용약불,6.소스가 자작해지면 계란을 뿌려 주세용휘젓지 말아 주세용,7.밥위에 뿌려주면 완성♡♡",볶음,10분 이내,초급,,,"채소류,조리가공품류,난류,조미료,기타"
351,,"{'떡': '400g', '어묵': '2장', '파': '1줌', '양파': '1/2개', '당근': '1줌', '간장': '3T', '굴소스': '2T', '설탕': '2T', '다진마늘': '1T', '물': '300ml'}",,,"1.재료를 준비합니다.,2.우선 양파를 굵게 썰어줍니다.,3.대파도 대팟대팟 썰어주세요>,4.당근도 썰어주세요.당근은 한면을 잘라주면 안정감 있게 썰 수 있어요.,5.채를 썰어줍니다.,6.어묵도 손질 해 주세요.,7.팬에 기름을 넉넉히 두르고 야채를 볶아주세요중불,8.물과 양념, 떡과 어묵을 모두 넣어주세요.양념장 : 간장3T, 굴소스2T, 설탕2T, 다진마늘1T, 물300ml,9.양념이 90% 완성됐을 때 참기름을 둘러줘요!,10.휘리릭 한번 볶으면 완성!",볶음,30분 이내,아무나,,,"채소류,해산물,곡물전분류,조미료,기타"
352,,"{'김치': '', '설탕': '', '다시다': '', '참기름': '', '식용유': ''}",,,"1.적당히 신김치나 먹다남은 김치를 준비해서,2.가위로 마구마구 짤라주세요,3.참기름 한스푼+식용유 한스푼을 후라이팬에 두루고(들기름도 좋아요~~),4.김치를 볶아주다가 설탕 한스푼 넣고,5.좀더 편의점이랑 흡사한 맛을 내기위해서(ㅋㅋ) 다시다 약간 넣어주시구요,6.막볶다가 김치국물이 없어지면,7.젤중요한 포인트~!!!! 물을 넣고 한번더 볶듯이 끓여주세요~! (이과정은 필수적으로 하셔야해요ㅡ맛차이 엄청남요^^),8.김치국물이 졸아들면 완성~!! 완전 쉽죠~!,9.볶고 끓이고 하다보니 양이많이 줄어들어요ㅜ  스팸만 구워서 한그릇 요리로도 손색이 없는 초간단 반찬이에용^~^",볶음,10분 이내,아무나,,,"김치류,조미료"
353,,"{'오리': '1마리', '부추': '1줌', '양파': '1/2개', '고춧가루': '5큰술', '고추장': '3큰술', '간장': '4큰술', '소금': '1/2큰술', '물엿': '3큰술', '설탕': '2큰술', '다진마늘': '1큰술', '후추': '1티스푼', '생강가루': '1티스푼'}",,,"1.분량대로 양념장을 만들어 주세요. 여기서 입맛 대로 설탕이나 고춧가루 가감 하시면 되구요~ 여기서 차이가 나는건 울 언니 시댁은 이 양념을 한번 끓여서 숙성을 시킨다고 하더라구요~ 가정집에서 그렇게 까지 하면 번거로우니 그냥 바로 양념해도 괜찮을거 같아요.,2.이렇게 만든 양념에 오리고기 넣어서 잘 주물러 주세요~,3.냉장고에서 숙성 시켰어요.,4.양파는 0.5mm 굵기로 썰고 부추는 양파 길이와 비슷하게 썰어요. 팽이버섯을 넣어도 좋아요.,5.시간이 넉넉하면 30분 이상 숙성 시키고 급할땐 바로 먹어도 되겟죠~ 팬에 오리 고기 먼저 넣어서 달달 볶다가 거의 익었을 무렵 양파와 부추 넣어서 슬쩍 볶아 주세요~ 팽이버섯이 있다면 불 끄고 마지막에 넣어주면 되구요~",볶음,30분 이내,초급,,,"채소류,육류,조미료"
354,,"{'참치': '1캔', '양배추': '1/2정도', '파': '1줄기', '간장': '3T', '참기름': '1T', '매실액': '2T', '굴소스': '3T', '데리야끼 소스': '1.5T', '다진 마늘': '1T', '후추': '적당히', '물': '2/3컵'}",,,"1.참치캔 따서 잠시 열어두기!!!!!,2.양배추는 손질해서 ~~~~ 씻어서~~~~~~,3.물기제거 하기!!!!!!!!!!!,4.양배추는 적당한 크기로 잘라줍니다!!!!!,5.파도 잘라줍니다 !!!!                   ,6.마늘도 !!!!!!!!!                   ,7.후라이팬에 참치통조림 속 기름을 넣고!!!!!!,8.파를 넣어주어 파기름을 만들어 줍니다 ~~~~~~~,9.파기름이 만들어 지면, 간장, 참기름, 후추, 다진마늘, 매실액을 넣어줍니다 !!,10.물도 넣어줍니다 !!!!!!!,11.그 후, 어느 정도 끓이면 굴소스와 데리야끼 소스도 투하 !!!!!!!!!!,12.볶다가!!!!!!!!,13.마지막!!!!!! 양배추 투하투하!!!!!!!,14.양배추가 어느 정도 숨이 죽었으면 완성입니당^^,15.참치 양배추 볶음 만들기 어렵지 않죵 ㅋㅋㅋㅋㅋ,16.접시에 밥과 함께 옆에 놓으면 !!! '참치 양배추 덮밥' 완성 !!!!!!!!!",볶음,15분 이내,초급,,,"채소류,해산물,조미료,기타"
355,,"{'베이컨': '1팩', '간장': '1스푼', '고추장': '1스푼', '설탕': '1스푼', '고춧가루': '1스푼', '콩나물': '1팩', '파': '1개', '양파': '1/2개', '다진마늘': '1스푼', '깻잎': '3장'}",,,"1.양념장을 만들어 주세요.,2.팬에 식용유를 두르고 콩나물을 얹어 주세요.,3.양파를 얹어 주세요.,4.베이컨을 얹어 주세요.,5.양념장을 얹고, 깻잎과 파를 얹어 주세요.,6.완성!",볶음,30분 이내,아무나,,,"채소류,조리가공품류,조미료"
356,,"{'오이': '2개', '소금': '1스푼', '다진마늘': '1스푼', '참기름': '1스푼', '통깨': '약간'}",,,"1.오이는 동글동글하고 조금 얇게 썰어서 소금 1스푼 넣고 30분 정도 절여요~,2.뻣뻣했던 오이가 소금에 절어서 부드러워져요~,3.소금에 절인 오이는 물에 한번 씻어 소금기를 살짝 빼고 물기를 꼭 짭니다. 물기를 잘 짜야 오독오독해요~,4.식용유 두르고 다진마늘을 넣어 향을 내고 오이를 넣어 센불에서 단시간에 달달 볶아요~ 그리고 마지막에 참기름 1스푼 두르고 잘 섞어주면 끗!,5.완성된 오이볶음에 통깨도 솔솔~",볶음,10분 이내,아무나,,,"채소류,조미료"
357,,"{'양파': '1/2개', '마늘': '2개', '새우': '1종이컵', '스파게티면': '1인분', '소금': '약간', '후추': '약간', '올리브유': '적당량', '시금치': '1줌', '우유': '1종이컵', '생크림': '1/2종이컵', '파마산치즈가루': '약간'}",,,"1.양파는 채 썰고 마늘은 편 썬다.,2.믹서기에 손질한 시금치와 우유를 넣고 곱게 간다.시금치 손질법,3.끓는 물에 소금 1숟가락을 넣고 스파게티면을 7~8분간 삶는다.                     
                             네오플램 레트로T 익스클루시브_프리미엄 IH 통주물                          ,4.달군 팬에 올리브유를 두르고 편마늘, 채 썬 양파를 볶는다.                     
                             옻칠 우드 조리도구 수저세트                           ,5.마늘 향이 올라오면 새우, 소금, 후추를 넣고 볶는다.,6.갈아둔 시금치 소스, 생크림을 넣고 한소끔 끓인다.,7.삶은 스파게티면을 넣고 소금, 후추로 간 해 완성한다.취향에 따라 파마산치즈가루를 뿌려요. ",볶음,30분 이내,초급,,,"채소류,해산물,유제품,조미료"
358,,"{'사각어묵': '3장', '새송이버섯': '2개', '양파': '1/2개', '청양고추': '1개', '홍고추': '1/2개', '대파': '1/2대', '다진 마늘': '1T', '식용유': '5T', '후춧가루': '약간', '통깨': '약간', '진간장': '2+1/2T', '설탕': '1t', '맛술': '1T', '굴 소스': '1t', '고추가루': '1T', '물엿': '1T', '물': '50cc'}",,,"1.모든 재료는 길이로 썰어주었어요,2.분량의 양념 재료는 잘 섞어준비하고,3.달군 팬 (중불) 에 기름 3T 두르고 어묵 넣고 노릇하게 볶은 후 그릇에 덜어주세요,4.달군 팬에 기름 2T 두르고 양파, 새송이 대파 볶다가 양파가 나른하게 볶아지면 볶아놓은 어묵과 양념장,고추 넣고 휘리릭 볶아주세요,5.양념이 맛있게 배고 국물이 자작할때 불을 꺼주세요,6.후춧가루 통깨 뿌려 마무리 합니다",볶음,15분 이내,아무나,,,"채소류,해산물,버섯류,조미료,기타"
359,,"{'판 어묵(50g)': '1장', '양파': '1/4개', '대파': '10cm', '밥': '1공기', '간장': '1T', '굴소스': '1T', '참기름': '1T', '참깨': '1/2T', '달걀': '1개'}",,,"1.어묵은 작게 썰고, 양파는 다지고, 대파는 송송 썰어 준비한다.판 어묵(50g) 1장, 양파 1/4개, 대파 10cm,2.팬에 기름을 두르고 대파, 양파, 어묵 순서로 볶는다.팬,3.볶던 재료를 한쪽으로 밀고 달걀 한 개를 넣어 스크램블 하듯 볶는다.,4.볶아진 재료에 밥 1공기를 넣어 볶는다.,5.볶아진 재료에 양념 재료를 넣고 볶아 완성한다.[양념재료] 간장 1T , 굴소스 1T , 참기름 1T , 참깨 1/2T",볶음,10분 이내,아무나,,,"채소류,해산물,곡물전분류,난류,조미료,기타"
360,,"{'소고기 스테이크': '400g', '피망': '1', '양파': '1/2', '마늘': '7~8', '소금': '', '후추': '조금', '버터': '조금', '스테이크 소스 혹은 돈까스 소스': '4큰 술', '케찹': '2큰 술', '굴소스': '2큰 술', '올리고당': '1큰 술'}",,,"1.소고기는 먹기 좋게 깍둑 썰어주세요 *요리전에 미리 꺼내두면 좋아요~소고기 스테이크 400g, ,2.소금과 후추로 밑간을 해주세요~ 허브숄트가 있다면 허브숄트로 해주시면 됩니다~소고기 스테이크 400g, 소금, 후추 조금, ,3.마늘은 편썰어주고 양파과 피망을 소고기와 비슷한 크기로 썰어주세요피망 1, 양파 1/2, 마늘 7~8,,4.소스도 만들어보아요~^^스테이크 소스 혹은 돈까스 소스 4 큰 술, 케찹 2 큰 술, 굴소스 2큰 술, 올리고당 1 큰 술,,5.버터를 녹인 팬에 마늘을 볶아주세요식용류 1 큰 술, 버터 조금,센불,6.마늘향이 솔솔 올라오고 노릇해졌다면 양파와 피망을 볶아붑니다  소고기를 빠르게 볶아낼꺼기 때문에 야채를 먼저 1/2 정도 익혀줄꺼에요~센불,7.밑간을 해둔 소고기를 넣고 구워주세요센불,8.고기의 붉은 기가 가셨을 때쯤 소스를 넣고 빠르게 볶아주세요 소고기는 오래 볶으면 질겨지는 거 아시죵~센불,9.센불에서 빠르게 볶아내는 거 잊지마세용~!",볶음,20분 이내,아무나,,,"채소류,육류,유제품,조미료"
361,,"{'아보카도': '1/2개', '밥': '1/2공기', '달걀': '1개', '김': '조금'}",,,"1.아보카도는 좀 더 익혀보기 위해서 사과와 합방을 시켰어요. 초록색일때 사오셨으면 익도록 사과의 에틸렌가스가 나와서 과일을 익히는 효과가 있거든요. 과일이 덜 익었다면 좀 더 빨리 익혀보고싶다면 사과를 함께 넣어보세요. 잘익은 아보카도는 살짝 누르면 단단함이 조금 줄어든답니다.,2.아보카도 자르는법은 간단한편이죠. 살짝 칼금을 내어서 살짝 비틀어주면 아보카도씨가 보여요. 씨는 칼의 뒷부분으로 콕 찍으면 쏙 빠져나와요.                   ,3.그리고 숫가락으로 껍질과 과육사이를 살짝 틈을 주면 쉽게 껍질이 벗겨진답니다.,4.요렇게 얇게 채썰어 주시구요.,5.아보카도덮밥의 맛을 업업 시켜주는 소스만들기! 아보카도덮밥소스:간장2큰술,설탕한꼬집,참기름1큰술,깨1큰술,고추냉이조금  고추냉이는 개인차에따라 가감하세요~,6.그리고 부드러운 아보카도를 더욱 부드럽게 해줄 요즘 귀한 달걀하나 후라이로~ 노른자는 살짝 덜익게 터트려서 부드럽게 밥알에 스며들도록~,7.김가루도 조금 첨가해주었어요. 김가루는 조미김 싹둑싹둑 잘라서 올려주었답니다. 맛을 많이 헤치지 않으면서 살짝 맛을 업업!",볶음,10분 이내,아무나,,,"채소류,해산물,곡물전분류,난류"
362,,"{'베이컨': '2줄', '다진 양파': '1줌', '다진 청양고추': '1ts', '다진 마늘': '약간', '올리브유': '', '찬밥': '1공기', '모짜렐라치즈': '듬뿍', '파슬리가루': '약간', '토마토소스': '', '소금': '', '후추': ''}",,,"1.올리브유를 두른 후라이팬에 마늘향이 잘 나도록 볶아 주세요.,2.양파를 넣고 살짝 투명 해질때까지 볶아 주세요.,3.청양고추와 베이컨을 넣고 베이컨이 잘 익도록 볶아주세요. 이때 소금,후추를 적당량 넣어 간을 맞추세요.,4.찬밥을 넣고 잘 볶아 줍니다.,5.토마토 소스를 듬~뿍 넣어서 볶아주세요.,6.이대로 먹어도 진짜 너무너무 맛있었어요. 그래도 더욱 예쁜 모습으로 탄생시키기 위하여 치즈를 올려줄겁니다.,7.모짜렐라치즈를 아주 듬뿍~ 올려주고 파슬리가루를 살짝 뿌려주세요.,8.예열된 200도 오븐에서 13분정도 익혀주세요. 정해진 시간이 있는건 아니고 모짜렐라치즈가 녹을정도면 완성오븐",볶음,30분 이내,초급,,,"조리가공품류,유제품,곡물전분류,조미료"
363,,"{'청경채': '', '애호박': '', '파프리카': '', '당근': '', '양송이버섯': '', '두부': '1/2모', '참기름': '1T', '다진마늘': '1t', '굴소스': '1t', '물': '100ml', '전분가루': '2T'}",,,"1.야채는 깨끗이씻어 먹기좋게 다져준다 청경채,애호박,파프리카,당근,양송이버섯,2.두부는 먹기좋게 작게 깍둑썰기해서 팬에 참기름을 두르고 두부를 튀기듯이 구어준다,3.어느정도 두부가 구어졌으면 야채를 넣고,4.다진마늘 1티스푼,굴소스1티스푼 넣은뒤 소스가 고루 배이도록 달달 볶아준뒤,5.물을 100ml 넣어준다,6.물이 보글보글 끓어오르면 전분가루를 풀어주면 끝 !!",볶음,10분 이내,초급,,,"채소류,버섯류,조미료,기타"
364,,"{'소불고기': '700g', '양파': '1개', '대파': '1대', '팽이버섯': '1팩', '느타리버섯': '1팩', '설탕': '4T', '물엿': '2T', '매실액': '1T', '다진마늘': '3T', '간장': '12T', '후추': '약간', '참기름': '3T'}",,,"1.소고기 등심에 설탕 4스푼, 물엿 2스푼을 넣어요.,2.거기에 매실액(저는 깔라마시 꿀로 대체) 다진마늘 3스푼, 간장 12스푼 후추 약간을 넣고 주물러 양념이 배게 해줍니다.,3.여기에 참기름 1스푼을 넣고 주물러 30분 기다려줘요.,4.기다리는 동안 야채와 버섯 손질도 샤샤샥^^,5.재워 둔 고기에 야채를 모두 넣고 참기름을 2스푼 더 첨가한 뒤 섞어주고 센 불에 구우면 끝!!,6.아아, 제가 했지만 너무 맛있어요 ㅠㅜ ㅎㅎㅎ 혹시라도 고기 냄새에 좀 민감하시면 청주나 맛술 한스푼 추가 추천해요~ 밥에 올려서 촵촵 정말 맛있게 먹었어요 :)",볶음,30분 이내,고급,,,"채소류,육류,버섯류,조미료"
365,,"{'계란': '', '당근': '', '양파': '', '감자': '', '호박': '', '밥': '', '케첩': '7큰스푼', '돈까스소스': '5큰스푼', '올리고당': '2스푼', '물': '130ml', '후추': '', '마요네즈': ''}",,,"1.먼저 밥을 짓는 것도 중요해요. 볶음밥은 자고로 밥 알이 날라다녀야 맛있답니다. 평소보다 물 적게 넣어서 밥을 고슬고슬하게 지어주세요.,2.오늘 재료는 양파, 감자, 당근, 호박, 스팸이에요. 파프리카나 좋아하는 야채들은 기호에 맞게 추가해주세요. 저는 양파 반개, 감자 한개반, 호박 4/1개, 당근 3/1개, 스팸 반통을 이용했답니다.,3.야채들은 전부 다져주세요. 오므라이스는 계란 안에 재료들이 다 들어가니깐 편하게 다지기를 이용했답니다. 씹는 맛이 있는걸 좋아한다면 좀 크게 잘라서 준비해주세요.,4.스팸도 먹기 좋게 다져서 잘라주세요. 저는 아이 둘과 함께 4인분을 준비한 양이랍니다. 야채나 스팸 좋아하시는분들은 더 넉넉하게 넣으셔도 되요.,5.이제 야채들을 볶아줄껀데요. 기름을 두르고 달궈진 후라이팬에 익는 순서대로 넣어주세요. 당근, 감자 - 양파, 호박 - 스팸 순으로 넣어주었답니다. 볶는 동안 소스도 만들어 줄 껀데요. 오므라이스 황금레시피 소스 만드는 법 대박 중요하답니다. 케첩 듬뿍 7스푼, 돈까스소스 듬뿍 5스푼, 올리고당 2스푼, 물 130ml, 후추 톡톡톡 넣고 끓여주세요. 케첩 듬뿍 7스푼, 돈까스소스 듬뿍 5스푼, 올리고당 2스푼, 물 130ml, 후추 톡톡톡 넣고 끓여주세요.,6.잘 볶아진 야채에 고슬고슬한 밥을 넣어주세요. 밥을 골고루 섞을때는 밑에 야채가 탈 수 있으므로 불을 끄고 섞어주는게 좋답니다.,7.잘 섞은다음 불 켜고 다시 한번 휘리릭 볶아주세요. 소스 넣어서 먹을꺼라 간은 따로 하지 않았답니다. 후추 좋아하시는 분은 여기서 후추 톡톡톡 뿌려주면 더 맛있어요.,8.이제 계란 지단을 만들껀데요. 계란에 알근을 제거하고 부드러워지게 많이 휘저어 주세요. 체에 한번 거르면 정말 부드러운 지단을 만들 수 있답니다.,9.오므라이스 황금레시피 꿀팁 하나 더 알려드려요. 달궈진 팬에 계란물을 부은다음 뒤집지 말고 바로 밥을 올려주세요. 그런다음 잘 감싸주세요. 이렇게 하셔야 계란과 밥이 분리되지 않는답니다.,10.후라이팬에 접시를 뒤집어서 얹어 놓은 다음 접시에 손을 대고 후라이팬을 뒤집어 주세요. 그런 이렇게 깔끔하게 나온답니다. 밥과 계란이 하나로 찰싹 붙어있는 거 보이시죠?,11.그런 다음 만들어 놓은 소스를 부어주세요. 소스가 식었다면 한번 더 끓인 다음 부어주면 좋겠죠. 넉넉하게 만들어서 접시 가득 부어주면 끝까지 맛있게 먹을 수 있답니다. 마요네즈는 아이 약병이나, 비닐장갑을 이용해서 짜주면 되는데요. 약병은 아이키우는 집이라면 하나씩 다 있으니 이걸로 이용하면 좋답니다. 약국에서는 100원에 살 수 있어요.",볶음,30분 이내,초급,,,"채소류,곡물전분류,난류,조미료,기타"
366,,"{'라면사리': '1개', '양파': '1/2개', '피망': '1/2개', '고춧가루': '1/2T', '다진마늘': '1T', '굴소스': '2T', '간장': '1T', '설탕': '1/3T'}",,,"1.먼저 양파를 채썰어줍니다.,2.피망도 하얀 부분을 제거하고 채썰어주세요.,3.이제 라면사리를 삶아줍니다. 80%정도 삶아주시면 돼요!,4.기름을 넉넉히 두르고 다진마늘, 고춧가루를 넣어줍니다. 약불에서 지글지글 기름에 향을 더해줘요!약불,5.양파, 피망을 넣고 살짝 볶아주세요.,6.삶아둔 면, 굴소스, 설탕을 넣어 볶아주세요!",볶음,10분 이내,아무나,,,"채소류,면류,조미료"
367,,"{'쇠고기': '200g', '호박': '1/4', '파프리카': '1/4', '당근': '1/4', '양파': '1/3', '밥': '2공기', '간장': '1+1/2큰술', '맛술': '1큰술', '다진마늘': '1큰술', '설탕': '1큰술', '참기름': '1큰술', '후추': '', '소금': ''}",,,"1.먼저 다진 소고기에 맛술, 다진마늘, 설탕, 참기름, 후추, 소금을 넣고 밑간을 해주세요.,2.고기가 잠시 재워질 동안 호박, 파프리카, 당근, 양파 등 채소를 손질해줍니다.,3.재료준비는 벌써 끝입니다. 팬에 기름을 두르고, 손질한 채소를 볶아주세요. 너무 오래 볶지 않으셔도 되요.,4.채소를 잠시 볶은 후 재워둔 소고기를 투입!,5.수분이 날아가게 강하게 졸이듯이 볶아주세요~,6.밥은 대략 두공기 정도 준비해주시고, 참기름, 소금 소량 섞어주세요.,7.볶은 고기를 밥에 섞어주시고, 도시락 김 하나를 부셔서 (두개도 좋아요) 밥과 골고루 섞어줍니다.,8.잘 섞인 밥, 고기, 채소를 손으로 잘 뭉쳐서 만들어주시면 됩니다.,9.윤기가 나는게 먹음직스럽죠? 네 맛있습니다. ㅎㅎ,10.대신 오래 놔두면 밥이 좀 풀릴 수가 있어요. 가급적 빨리 드세요.~ 사실 찹쌀 조금 해서 섞으면 더 찰기가 있어 뭉치기 좋지만 우리는 간편한게 좋으니까 그냥 합시다 ㅎ 보기엔 귀여워보이지만 이래뵈도 두개만 먹어도 배가 든든하답니다.",볶음,30분 이내,아무나,,,"채소류,육류,곡물전분류,조미료"
368,,"{'두부': '300g', '대파': '1/2대', '청고추': '1개', '홍고추': '1/2개', '녹말가루': '5', '고추기름': '5', '다진 마늘': '1', '굴 소스': '2', '간장': '1', '설탕': '2', '식초': '2', '청주': '1', '물': '3'}",,,"1.두부는 먹기 좋은 큐브 모양으로 썬 뒤 물기를 제거해 주세요.,2.대파와 홍, 청고추는 잘게 다져 준비합니다.고추가 없다면 피망이나 파프리카를 사용해도 좋아요 !!,3.물기를 제거한 두부는 위생팩에 담아 녹말 5스푼을 넣고 흔들어 녹말가루를 골고루 묻혀주세요.,4.팬에 기름을 넉넉히 두르고 녹말가루를 묻힌 두부를 구워 기름을 제거해줍니다.  노릇노릇 바삭바삭하게 구워주세요 ❛ ڡ ❛,5.소스도 만들어 주세요.굴 소스 2, 간장 1, 설탕 2, 식초 2, 청주 1, 물 3입맛에 맞게 굴소스의 양을 조절 해 주시면 더 좋을 듯 해요! ,6.팬에 고추기름 5스푼, 다진 마늘 1스푼을 넣어 마늘향이 나도록 달달 볶아줍니다.,7.마늘향이 솔솔 올라오면 미리 준비해둔 야채를 넣고 한 번 더 볶아주세요.,8.야채들을 볶은 뒤 소스를 넣어 바글바글 끓여주세요.,9.소스가 끓어오른 뒤 구운 두부를 넣고 양념이 잘 베이도록 뒤적거려가며 졸이듯 볶아주세요!,10.매콤 달콤한 두부 깐풍기 완성 ٩(ˊᗜˋ*)و",볶음,60분 이내,초급,,,"채소류,조미료,기타"
369,,"{'김치': '', '스팸': '', '밥': '', '굴소스': '1+1/2큰술', '올리고당': '1+1/2큰술', '고추장': '1큰술', '맛술': '1작은술', '참기름': '1큰술', '후춧가루': '약간'}",,,"1.양념을 분량대로 섞어주세요,2.김치도 꺼내고 스팸도 먹기 좋은 크기로 썰어주었어요.,3.달궈진 팬에 기름을 살짝만 둘러 햄을 넣고 먼저 튀겨내듯 볶아주세요.,4.그리고 기름 1작은술을 더 두른 후 김치를 넣어 중불에서 달달 볶아주세요.,5.김치가 투명해지기 시작하면 밥을 넣은 후 미리 만들어두었던 비법양념장을 넣어 골고루 섞어가며 볶아주세요.",볶음,30분 이내,초급,,,"김치류,조리가공품류,곡물전분류,조미료"
370,,"{'닭가슴살': '2쪽(200g)', '통마늘': '20개', '전분': '3T', '물': '1/4컵(50ml)', '다진마늘': '1/2T', '청주': '1T', '소금': '약간', '후추': '약간', '간장': '1T', '고추장': '1T', '케찹': '1T', '올리고당': '1T', '청양고추': '1/2개'}",,,"1.닭 가슴살은 한입크기로 자르고, 청양고추는 송송 썰어 준비한다.닭가슴살 200g, 청양고추 1/2개,2.볼에 닭고기를 넣고 닭고기양념재료를 넣고 밑간을 한다.[닭고기양념재료] 다진 마늘 1/2T , 청주 1T , 소금 약간 , 후추 약간볼,3.볼에 양념재료를 넣고 양념장을 만든다.[양념재료] 간장 1T , 고추장 1T , 케찹 1T , 올리고당 1T 다진 청양고추 1/2개볼,4.위생 비닐에 녹말가루를 넣고 밑간 한 닭 가슴살을 넣어 튀김옷을 입힌다.전분 3T위생비닐,5.팬에 물1/4cup를 넣고 준비한 통마늘을 넣고 물이 날아갈 때 까지 익힌다.물 1/4컵, 통마늘 20개,6.물이 없어지면 기름을 두르고 중약불에 닭 가슴살을 넣어 마늘과 함께 노릇하게 굽는다.중약불,7.구워진 닭 가슴살에 양념을 부어 잘 섞어 완성한다.",볶음,30분 이내,초급,,,"채소류,육류,조미료,기타"
371,,"{'밀떡': '300g', '일자오뎅': '', '모짜렐라치즈': '취향껏', '고추장': '6T', '고춧가루': '3T', '설탕': '5T', '간장': '2T', '카레(매운맛)': '4T', '후추': '1/2T', '물': '700ml'}",,,"1.재료를 준비합니다[주재료] 밀떡 300g, 일자오뎅, 모짜렐라치즈 취향껏 [양념장] 고추장 6T, 고춧가루 3T, 설탕 5T, 간장 2T, 카레(매운맛) 4T, 후추 1/2T, 물 700ml,2.신전의 오뎅튀김을 만들 막대형 어묵을 세로로 한 번 잘라줍니다,3.팬에 기름을 두르고 어묵을 구워줍니다,4.뒤집어가며 노릇노릇 구워줘요,5.키친타올에 건져줍니다,6.분량의 떡볶이 양념을 모두 넣어줍니다[양념장] 고추장 6T, 고춧가루 3T, 설탕 5T, 간장 2T, 카레(매운맛) 4T, 후추 1/2T, 물 700ml,7.분량의 물도 넣어줍니다,8.물이 끓으면 떡을 넣어줍니다,9.키포인트! 떡이 익으면 후추를 넣고 졸여줍니다,10.적당한 농도가 되면 완성!,11.치즈떡볶이가 좋으시면 치즈만 더 추가해주세요,12.오뎅튀김도 함께 곁들여 드세요",볶음,30분 이내,아무나,,,"해산물,유제품,곡물전분류,조미료,기타"
372,,"{'대패삼겹살': '300g', '송송 썬 대파': '약간', '볶음 참깨': '약간', '간장': '1큰술', '설탕': '1/2큰술', '다진마늘': '1/2큰술', '맛술': '1큰술', '참치액': '1작은술', '후추': '약간'}",,,"1.위분량의 양념을 넣고 간장소스를 만들어 놓습니다.,2.팬에 대패삼겹살을 넣고 익기전에 펴 면서 구워줍니다.(익으면 뭉쳐진 채로 펴지지 않습니다),3.흘러 나온 기름은 키친타올로 닫아준후,4.대패삼겹살을 한쪽으로 밀쳐놓고 간장소스를 팬에 붓고 (약불),5.간장소스가 고루 섞이도록 앞뒤로 뒤적이면서 노릇 바삭하게 구워 줍니다(강불),6.노릇 바삭하게 익은 대패삼겹살은 왼성접시에 담고 그위에 송송 썬 대파와 깨를 뿌려 줍니다.",볶음,30분 이내,초급,,,"채소류,해산물,육류,조미료"
373,,"{'비엔나소시지': '10개', '맛살': '2개', '청양고추': '2개', '식용유': '1큰술', '맛술': '1작은술', '케첩': '1작은술', '굴소스': '1작은술'}",,,"1.소시지는 반으로 썰어주세요. 맛살도 비슷한 길이로 썰어 주세요. 청양고추는 송송 썰어 주세요.,2.팬에 식용유를 두르고, 위의 썰은 재료를 다 넣고 볶아 주세요(1~2분 정도),3.맛술,케첩,굴소스를 각 1작은술씩 넣고 볶아 주세요(1~2분 정도),4.완성 그릇에 담아 주세요.",볶음,5분 이내,아무나,,,"해산물,조리가공품류,조미료"
